name,birthYear,birthDate,gender,birthplace
Mikael Andersson (ice hockey born 1959),1959-01-01T00:00:00+02:00,1959-07-06,male,{Sweden|Jukkasjärvi}
Mike Foligno,1959-01-01T00:00:00+02:00,1959-01-29,male,{Ontario|Canada|Greater Sudbury}
Mike Gartner,1959-01-01T00:00:00+02:00,1959-10-29,male,{Ontario|Ottawa|Canada}
Mike Hoffman (ice hockey born 1963),1963-01-01T00:00:00+02:00,{1959-02-26|1963-02-26},,{Ontario|Cambridge Ontario|Canada}
Mike Toal,1959-01-01T00:00:00+02:00,1959-03-23,male,
Miroslav Fryčer,1959-01-01T00:00:00+02:00,1959-09-27,,{Czechoslovakia|Opava}
Tommy Boustedt,1959-01-01T00:00:00+02:00,1959-05-05,male,
Tommy Mörth,1959-01-01T00:00:00+02:00,1959-07-16,male,
Tony Stiles,1959-01-01T00:00:00+02:00,1959-08-12,male,
Serge Boisvert,1959-01-01T00:00:00+02:00,1959-06-01,male,{Drummondville|Canada|Quebec}
Stephan Lundh,1959-01-01T00:00:00+02:00,1959-11-06,male,{Stockholm|Sweden}
Stephen Foyn,1959-01-01T00:00:00+02:00,1959-06-23,male,{Sweden|Karlstad}
Steve Richmond,1959-01-01T00:00:00+02:00,1959-12-11,male,
Steve Ulseth,1959-01-01T00:00:00+02:00,1959-02-22,male,{Minnesota|Roseville Minnesota|United States}
Harrie van Heumen,1959-01-01T00:00:00+02:00,1959-12-24,male,{Netherlands|Nijmegen}
Harvie Pocza,1959-01-01T00:00:00+02:00,1959-09-22,,{Alberta|Lethbridge|Canada}
Hasse Sjöö,1959-01-01T00:00:00+02:00,1959-12-17,male,
Henk Hille,1959-01-01T00:00:00+02:00,1959-05-16,male,{Amsterdam|Netherlands}
Knut Andresen,1959-01-01T00:00:00+02:00,1959-01-01T00:00:00+02:00,male,
Marc Chorney,1959-01-01T00:00:00+02:00,1959-11-08,,{Ontario|Canada|Fort William Ontario}
Marco Baron,1959-01-01T00:00:00+02:00,1959-04-08,male,{Canada|Montreal|Quebec}
Mark Plantery,1959-01-01T00:00:00+02:00,1959-08-14,,
Mark Renaud,1959-01-01T00:00:00+02:00,1959-02-21,male,{Ontario|Windsor Ontario|Canada}
Jaromír Šindel,1959-01-01T00:00:00+02:00,1959-11-30,male,
Jay Wells,1959-01-01T00:00:00+02:00,1959-05-18,male,{Ontario|Paris Ontario|Canada}
Earl Ingarfield Jr.,1959-01-01T00:00:00+02:00,1959-01-30,,{Manhasset New York|United States|New York}
Ed Beers,1959-01-01T00:00:00+02:00,1959-10-12,male,{Netherlands|Zwaag}
Ed Hospodar,1959-01-01T00:00:00+02:00,1959-02-09,male,{Ohio|Bowling Green Ohio|United States}
Jody Gage,1959-01-01T00:00:00+02:00,1959-11-29,male,{Ontario|Toronto|Canada}
John-Paul Kelly,1959-01-01T00:00:00+02:00,1959-11-15,male,
John Blum,1959-01-01T00:00:00+02:00,1959-09-08,,{Detroit|Michigan|United States}
John Gibson (ice hockey born 1959),1959-01-01T00:00:00+02:00,1959-06-02,,{Ontario|Canada|St. Catharines}
Jukka Virtanen (ice hockey),1959-01-01T00:00:00+02:00,1959-07-15,male,
Arto Javanainen,1959-01-01T00:00:00+02:00,1959-04-08,male,{Finland|Pori}
Anthony Brenner,1959-01-01T00:00:00+02:00,1959-11-28,male,{Alberta|Canada|Calgary}
Anton Šťastný,1959-01-01T00:00:00+02:00,1959-08-05,male,{Czechoslovakia|Bratislava}
Arnold Kadlec,1959-01-01T00:00:00+02:00,1959-01-08,male,
Pat Conacher,1959-01-01T00:00:00+02:00,1959-05-01,male,{Alberta|Edmonton|Canada}
Pat Daley,1959-01-01T00:00:00+02:00,1959-03-27,male,{Marville Meuse|France}
Pat Riggin,1959-01-01T00:00:00+02:00,1959-05-26,male,
Ralph Krueger,1959-01-01T00:00:00+02:00,1959-08-31,male,{Manitoba|Winnipeg|Canada}
Randy Sexton,1959-01-01T00:00:00+02:00,1959-07-24,male,{Ontario|Brockville}
Ray Allison,1959-01-01T00:00:00+02:00,1959-03-04,,{British Columbia|Cranbrook British Columbia|Canada}
Ray Neufeld,1959-01-01T00:00:00+02:00,1959-04-15,male,{Manitoba|Saint Boniface Winnipeg|Canada}
Phil Sykes (ice hockey),1959-01-01T00:00:00+02:00,1959-03-18,male,{British Columbia|Dawson Creek|Canada}
Pierre Lacroix (ice hockey b. 1959),1959-01-01T00:00:00+02:00,1959-04-11,male,
Réal Paiement,1959-01-01T00:00:00+02:00,1959-09-30,male,
Aleksandr Geramisov,1959-01-01T00:00:00+02:00,1959-03-19,male,
Alexei Kasatonov,1959-01-01T00:00:00+02:00,1959-10-14,,{Soviet Union|Saint Petersburg}
Rick Carriere,1959-01-01T00:00:00+02:00,1959-03-14,male,{Alberta|Edmonton|Canada}
Rick Gotkin,1959-01-01T00:00:00+02:00,1959-11-07,male,{Brooklyn|United States|New York}
Rick Vaive,1959-01-01T00:00:00+02:00,1959-05-14,male,{Ontario|Ottawa|Canada}
Rick Wamsley,1959-01-01T00:00:00+02:00,1959-05-25,male,{Simcoe Ontario|Canada}
Rob Ramage,1959-01-01T00:00:00+02:00,1959-01-11,male,{Ontario|Byron Ontario|Canada}
Dave Allison,1959-01-01T00:00:00+02:00,1959-04-14,male,{Ontario|Canada|Fort Frances}
Dave Christian,1959-01-01T00:00:00+02:00,1959-05-12,,{Minnesota|Warroad Minnesota|United States}
Dave Orleski,1959-01-01T00:00:00+02:00,1959-12-26,,
Dean Hopkins,1959-01-01T00:00:00+02:00,1959-06-06,,
Dean Jenkins,1959-01-01T00:00:00+02:00,1959-11-21,,{Billerica Massachusetts|Massachusetts|United States}
Gerry Rioux,1959-01-01T00:00:00+02:00,1959-02-17,male,{Ontario|Canada|Iroquois Falls}
Bennett Wolf,1959-01-01T00:00:00+02:00,1959-10-23,,
Bill Root,1959-01-01T00:00:00+02:00,1959-09-06,,{Ontario|Toronto|Canada}
Billy Carroll,1959-01-01T00:00:00+02:00,1959-01-19,male,{Ontario|Toronto|Canada}
Blake Wesley,1959-01-01T00:00:00+02:00,1959-07-10,,{Alberta|Canada|Red Deer Alberta}
Bob Attwell,1959-01-01T00:00:00+02:00,1959-12-26,,{Spokane Washington|Washington (state)|United States}
Bob Bedier,1959-01-01T00:00:00+02:00,1959-12-07,male,{British Columbia|Canada|Fort Nelson British Columbia}
Bob Crawford,1959-01-01T00:00:00+02:00,1959-04-06,,{Ontario|Belleville Ontario|Canada}
Bob Daniels (ice hockey),1959-01-01T00:00:00+02:00,1959-03-13,male,
Bob Mongrain,1959-01-01T00:00:00+02:00,1959-08-31,male,{Canada|La Sarre|Quebec}
Brad McCrimmon,1959-01-01T00:00:00+02:00,1959-03-29,male,{Saskatchewan|Dodsland Saskatchewan|Canada}
Brian Hills,1959-01-01T00:00:00+02:00,1959-08-17,,
Brian Propp,1959-01-01T00:00:00+02:00,1959-02-15,,{Saskatchewan|Lanigan Saskatchewan|Canada}
Brock Tredway,1959-01-01T00:00:00+02:00,1959-06-23,male,{Ontario|Highland Creek Toronto|Canada}
Bruno Rogger,1959-01-01T00:00:00+02:00,1959-01-19,male,{Manitoba|Brandon Manitoba|Canada}
Vincent Tremblay,1959-01-01T00:00:00+02:00,1959-10-21,male,{Quebec City|Quebec}
Jeff Brownschidle,1959-01-01T00:00:00+02:00,1959-03-01,male,{Buffalo New York|United States|New York}
Jiří Lála,1959-01-01T00:00:00+02:00,1959-08-21,male,{Czechoslovakia|Tábor}
Jimmy Mann (ice hockey),1959-01-01T00:00:00+02:00,1959-04-17,male,{Canada|Laval Quebec|Montreal|Quebec}
Mats Näslund,1959-01-01T00:00:00+02:00,1959-10-31,male,{Sweden|Timrå}
Neal Broten,1959-01-01T00:00:00+02:00,1959-11-29,male,{Minnesota|Roseau Minnesota|United States}
Nick Ricci,1959-01-01T00:00:00+02:00,1959-06-03,male,
Charlie Bourgeois,1959-01-01T00:00:00+02:00,1959-11-19,male,{Moncton|New Brunswick|Canada}
Charlie Huddy,1959-01-01T00:00:00+02:00,1959-06-02,male,{Ontario|Oshawa|Canada}
Chris Langevin,1959-01-01T00:00:00+02:00,1959-11-27,male,{Canada|Montreal|Quebec}
Sam St. Laurent,1959-01-01T00:00:00+02:00,1959-02-16,,{Arvida Quebec|Canada|Quebec}
Scott Gruhl,1959-01-01T00:00:00+02:00,1959-09-13,,{Ontario|Port Colborne|Canada}
Scott MacLeod (ice hockey),1959-01-01T00:00:00+02:00,1959-05-17,,{British Columbia|Vancouver|Canada}
Cato Hamre Andersen,1959-01-01T00:00:00+02:00,1959-01-01T00:00:00+02:00,male,
Cato Tom Andersen,1959-01-01T00:00:00+02:00,1959-06-10,male,
Craig Hartsburg,1959-01-01T00:00:00+02:00,1959-06-29,male,{Ontario|Canada|Stratford Ontario}
Craig Levie,1959-01-01T00:00:00+02:00,1959-08-17,,{Alberta|Canada|Calgary}
Dárius Rusnák,1959-01-01T00:00:00+02:00,1959-12-02,male,{Czechoslovakia|Ružomberok}
Dan Fridgen,1959-01-01T00:00:00+02:00,1959-05-18,male,{Ontario|Arnprior|Canada}
John Ogrodnick,1959-01-01T00:00:00+02:00,1959-06-20,,{Ontario|Ottawa|Canada}
Keith Crowder,1959-01-01T00:00:00+02:00,1959-01-06,,{Ontario|Windsor Ontario|Canada}
Kelly Kisio,1959-01-01T00:00:00+02:00,1959-09-18,,{Alberta|Canada|Peace River Alberta}
Ken Ellacott,1959-01-01T00:00:00+02:00,1959-03-03,,{Ontario|Paris Ontario|Canada}
Kevin Lowe,1959-01-01T00:00:00+02:00,1959-04-15,male,{Lachute|Canada|Quebec}
Jacques Cloutier,1960-01-01T00:00:00+02:00,1960-01-03,male,{Rouyn-Noranda|Canada|Quebec}
Thomas Rundqvist,1960-01-01T00:00:00+02:00,1960-05-04,,
Tim Hunter (ice hockey),1960-01-01T00:00:00+02:00,1960-09-10,male,{Alberta|Canada|Calgary}
Tim Tookey,1960-01-01T00:00:00+02:00,1960-08-29,,{Alberta|Edmonton|Canada}
Tom McCarthy (ice hockey born 1960),1960-01-01T00:00:00+02:00,1960-07-31,male,{Ontario|Toronto|Canada}
Gord Stafford,1960-01-01T00:00:00+02:00,1960-10-10,,{Alberta|Canada|Banff Alberta}
Gord Williams,1960-01-01T00:00:00+02:00,1960-04-10,male,{Saskatchewan|Saskatoon|Canada}
Greg Adams (ice hockey born 1960),1960-01-01T00:00:00+02:00,1960-05-31,,{British Columbia|Canada|Duncan British Columbia}
Greg Terrion,1960-01-01T00:00:00+02:00,1960-05-02,male,
Guy Carbonneau,1960-01-01T00:00:00+02:00,1960-03-18,male,{Canada|Sept-Îles Quebec|Quebec}
Håkan Loob,1960-01-01T00:00:00+02:00,1960-07-03,male,{Visby|Sweden}
Hannu Viirlas,1960-01-01T00:00:00+02:00,1960-06-12,,{Finland|Turku}
Yvan Joly,1960-01-01T00:00:00+02:00,1960-02-06,,
Göran Sjöberg,1960-01-01T00:00:00+02:00,1960-06-08,male,Sweden
Gary Agnew,1960-01-01T00:00:00+02:00,1960-05-24,male,{Ontario|Niagara Falls Ontario|Canada}
Gary DeGrio,1960-01-01T00:00:00+02:00,1960-02-16,,{Minnesota|Duluth Minnesota}
Gaston Therrien,1960-01-01T00:00:00+02:00,1960-05-27,male,
Paul Marshall (ice hockey),1960-01-01T00:00:00+02:00,1960-09-07,,{Ontario|Toronto|Canada}
Paul Pooley,1960-01-01T00:00:00+02:00,1960-08-02,male,
Paul Reinhart,1960-01-01T00:00:00+02:00,{1960-01-06|1960-01-08},male,{Ontario|Kitchener Ontario|Canada}
Pekka Arbelius,1960-01-01T00:00:00+02:00,1960-06-26,male,{Finland|Oulu}
Pekka Tuomisto,1960-01-01T00:00:00+02:00,1960-12-29,male,{Finland|Oulu}
Peter Dineen,1960-01-01T00:00:00+02:00,1960-11-19,male,{Ontario|Canada|Kingston Ontario}
Peter Horachek,1960-01-01T00:00:00+02:00,1960-01-26,male,Stoney_Lake_Ontario
Dino Ciccarelli,1960-01-01T00:00:00+02:00,1960-02-08,male,{Ontario|Sarnia|Canada}
Don Gillen,1960-01-01T00:00:00+02:00,1960-12-24,,{Saskatchewan|Dodsland Saskatchewan|Canada}
Don Van Massenhoven,1960-01-01T00:00:00+02:00,1960-07-17,male,{Ontario|Strathroy-Caradoc}
Doug Crossman,1960-01-01T00:00:00+02:00,1960-06-13,,{Ontario|Canada|Peterborough Ontario}
Doug Lidster,1960-01-01T00:00:00+02:00,1960-10-18,,{British Columbia|Kamloops|Canada}
Doug Morrison,1960-01-01T00:00:00+02:00,1960-02-01,male,
Rod Willard,1960-01-01T00:00:00+02:00,1960-05-01,,{Ontario|Temiskaming Shores|Canada}
Roland Melanson,1960-01-01T00:00:00+02:00,1960-06-28,male,{Moncton|New Brunswick}
Ron Flockhart (ice hockey),1960-01-01T00:00:00+02:00,1960-10-10,,{British Columbia|Canada|Smithers British Columbia}
Ron Megan,1960-01-01T00:00:00+02:00,1960-04-04,male,{Watertown (city) New York|United States|New York|Alexandria_Bay_(city)_New_York}
Ron Scott,1960-01-01T00:00:00+02:00,1960-07-21,male,{Ontario|Guelph|Canada}
Ronnie Wood (ice hockey),1960-01-01T00:00:00+02:00,1960-11-13,male,{Scotland|United Kingdom}
Ross Fitzpatrick (ice hockey),1960-01-01T00:00:00+02:00,1960-10-07,male,{British Columbia|Penticton|Canada}
Roy Johansen,1960-01-01T00:00:00+02:00,1960-04-27,male,{Norway|Oslo}
Michel Goulet,1960-01-01T00:00:00+02:00,1960-04-21,male,{Canada|Péribonka Quebec|Quebec}
Mihail Popescu,1960-01-01T00:00:00+02:00,1960-11-11,male,
Mika Helkearo,1960-01-01T00:00:00+02:00,1960-10-04,male,{Finland|Forssa}
Mike Blaisdell,1960-01-01T00:00:00+02:00,1960-01-18,male,{Saskatchewan|Moose Jaw|Canada}
Mike Kelly (ice hockey),1960-01-01T00:00:00+02:00,1960-01-17,male,
Mike Krushelnyski,1960-01-01T00:00:00+02:00,1960-04-27,male,{Canada|Montreal|Quebec}
Mike McPhee,1960-01-01T00:00:00+02:00,{1960-02-14|1960-07-14},male,{Nova Scotia|Sydney Nova Scotia|Canada}
Mike Ramsey (ice hockey),1960-01-01T00:00:00+02:00,1960-12-03,,{Minnesota|Minneapolis|United States}
Tomas Jonsson,1960-01-01T00:00:00+02:00,1960-04-12,male,{Sweden|Falun}
Tommy Samuelsson,1960-01-01T00:00:00+02:00,1960-01-12,male,{Sweden|Degerfors}
Tommy Skaarberg,1960-01-01T00:00:00+02:00,1960-01-01T00:00:00+02:00,male,{Norway|Sarpsborg}
Tor Helge Eikeland,1960-01-01T00:00:00+02:00,1960-01-01T00:00:00+02:00,male,{Norway|Oslo}
Trond Abrahamsen,1960-01-01T00:00:00+02:00,1960-07-16,male,
Sean Simpson,1960-01-01T00:00:00+02:00,1960-05-04,male,
Steve Bozek,1960-01-01T00:00:00+02:00,1960-11-26,male,{British Columbia|Canada|Kelowna}
Steve Peters (ice hockey),1960-01-01T00:00:00+02:00,1960-01-23,male,{Ontario|Canada|Peterborough Ontario}
Stewart Gavin,1960-01-01T00:00:00+02:00,1960-03-15,male,
Kurt Kleinendorst,1960-01-01T00:00:00+02:00,1960-12-31,male,{Minnesota|Grand Rapids Minnesota|United States}
Larry Melnyk,1960-01-01T00:00:00+02:00,1960-02-21,male,{British Columbia|New Westminster|Canada}
Lars-Gunnar Pettersson,1960-01-01T00:00:00+02:00,1960-04-08,male,{Sweden|Luleå}
Lars Karlsson (ice hockey),1960-01-01T00:00:00+02:00,1960-06-28,male,
Laurie Boschman,1960-01-01T00:00:00+02:00,1960-06-04,male,{Saskatchewan|Canada|Major Saskatchewan}
Mark Reeds,1960-01-01T00:00:00+02:00,1960-01-24,,
Jari Kurri,1960-01-01T00:00:00+02:00,1960-05-18,male,{Finland|Helsinki}
Jay Caufield,1960-01-01T00:00:00+02:00,1960-07-17,male,{Pennsylvania|Philadelphia|United States}
Jay Miller (ice hockey),1960-01-01T00:00:00+02:00,1960-07-16,male,{Wellesley Massachusetts|Massachusetts|United States}
Jean-François Sauvé,1960-01-01T00:00:00+02:00,1960-01-23,male,{Sainte-Geneviève Quebec|Canada}
Drago Mlinarec (ice hockey),1960-01-01T00:00:00+02:00,1960-08-24,,{Socialist Federal Republic of Yugoslavia|Jesenice Jesenice}
Dušan Pašek,1960-01-01T00:00:00+02:00,1960-09-07,male,{Czechoslovakia|Bratislava}
Duane Sutter,1960-01-01T00:00:00+02:00,1960-03-16,male,{Alberta|Canada|Viking Alberta}
Ed Cooper,1960-01-01T00:00:00+02:00,1960-08-28,,{Saskatchewan|Loon Lake Saskatchewan|Canada}
Joe McDonnell (ice hockey),1960-01-01T00:00:00+02:00,1960-05-11,male,{Ontario|Kitchener Ontario|Canada}
Joe Paterson,1960-01-01T00:00:00+02:00,1960-06-25,male,{Ontario|Toronto|Canada}
Kai Suikkanen,1960-01-01T00:00:00+02:00,1960-09-28,male,{Finland|Parkano}
Arne Billkvam,1960-01-01T00:00:00+02:00,1960-04-07,male,{Norway|Oslo}
Olaf Eller,1960-01-01T00:00:00+02:00,1960-06-13,male,Denmark
Otakar Janecký,1960-01-01T00:00:00+02:00,1960-12-26,,{Czechoslovakia|Pardubice}
Randy Hillier,1960-01-01T00:00:00+02:00,1960-03-30,male,{Ontario|Toronto|Canada}
Randy Ladouceur,1960-01-01T00:00:00+02:00,1960-06-30,male,{Ontario|Brockville|Canada}
Ray Bourque,1960-01-01T00:00:00+02:00,1960-12-28,male,{Saint-Laurent Quebec|Canada}
Reijo Ruotsalainen,1960-01-01T00:00:00+02:00,1960-04-01,male,{Finland|Oulu}
Peter Schlagenhauf,1960-01-01T00:00:00+02:00,1960-03-19,male,Switzerland
Pierre Aubry,1960-01-01T00:00:00+02:00,1960-04-15,male,{Cap-de-la-Madeleine Quebec|Canada|Quebec}
Réjean Cloutier,1960-01-01T00:00:00+02:00,1960-02-15,,{Windsor Quebec|Canada|Quebec}
Róbert Pukalovič (ice hockey b. 1960),1960-01-01T00:00:00+02:00,1960-10-28,male,{Czechoslovakia|Bratislava}
Alan Haworth,1960-01-01T00:00:00+02:00,1960-09-01,male,{Drummondville|Canada|Quebec}
Rick Knickle,1960-01-01T00:00:00+02:00,1960-02-26,male,{New Brunswick|Canada|Chatham New Brunswick}
Stuart Smith (ice hockey),1960-01-01T00:00:00+02:00,1960-03-17,,
Terry Kleisinger,1960-01-01T00:00:00+02:00,1960-10-10,male,
Darren Jensen,1960-01-01T00:00:00+02:00,1960-05-27,male,{British Columbia|Canada|Creston British Columbia}
Darren Lowe,1960-01-01T00:00:00+02:00,1960-10-13,,{Ontario|Toronto|Canada}
Darren Veitch,1960-01-01T00:00:00+02:00,1960-04-24,male,{Saskatchewan|Saskatoon|Canada}
Dave Barr (ice hockey),1960-01-01T00:00:00+02:00,1960-11-30,male,{Ontario|Toronto|Canada}
Dave Pichette,1960-01-01T00:00:00+02:00,1960-02-04,male,{Newfoundland and Labrador|Grand Falls-Windsor|Canada}
Dave Richter,1960-01-01T00:00:00+02:00,1960-04-08,male,{Manitoba|Winnipeg|Canada}
David Fenyves,1960-01-01T00:00:00+02:00,1960-04-29,,{Ontario|Canada|Dunnville Ontario}
Dawn McGuire,1960-01-01T00:00:00+02:00,1960-03-26,female,
Gilles Hamel,1960-01-01T00:00:00+02:00,1960-03-18,male,{Canada|Asbestos Quebec|Quebec}
Glenn Anderson,1960-01-01T00:00:00+02:00,1960-10-02,,{British Columbia|Vancouver|Canada}
Glenn Merkosky,1960-01-01T00:00:00+02:00,1960-04-08,male,{Alberta|Edmonton|Canada}
Murray Brumwell,1960-01-01T00:00:00+02:00,1960-03-31,,{Alberta|Canada|Calgary}
Murray Eaves,1960-01-01T00:00:00+02:00,1960-05-10,male,{Alberta|Canada|Calgary}
Bill Gardner (ice hockey),1960-01-01T00:00:00+02:00,1960-03-18,male,{Ontario|Toronto|Canada}
Bill Kitchen (ice hockey),1960-01-01T00:00:00+02:00,{1960-10-02|1960-10-12},male,{Ontario|Canada|Schomberg Ontario}
Bill McCreary Jr.,1960-01-01T00:00:00+02:00,1960-04-15,male,
Billy O'Dwyer,1960-01-01T00:00:00+02:00,1960-01-25,,
Blair Barnes,1960-01-01T00:00:00+02:00,1960-09-21,,{Ontario|Windsor Ontario|Canada}
Blake Stephen,1960-01-01T00:00:00+02:00,1960-11-29,,{Alberta|Canada|Calgary}
Bob Brooke,1960-01-01T00:00:00+02:00,1960-12-18,male,
Bob Hartley,1960-01-01T00:00:00+02:00,1960-09-07,male,Hawkesbury Ontario
Bob Scurfield,1960-01-01T00:00:00+02:00,1960-11-02,,{British Columbia|Canada|North Vancouver (district municipality)}
Bobby Crawford,1960-01-01T00:00:00+02:00,1960-05-27,male,{Long Island|United States|New York}
Bojan Razpet,1960-01-01T00:00:00+02:00,1960-01-22,male,{Socialist Federal Republic of Yugoslavia|Jesenice Jesenice}
Brent Ashton,1960-01-01T00:00:00+02:00,1960-05-18,male,{Saskatchewan|Saskatoon|Canada}
Brian Hayward,1960-01-01T00:00:00+02:00,1960-06-25,,{Ontario|Georgetown Ontario|Canada}
Brian Johnson (ice hockey),1960-01-01T00:00:00+02:00,1960-04-01,,{Canada|Montreal|Quebec}
Brian Lundberg,1960-01-01T00:00:00+02:00,1960-06-05,male,
Bryan Erickson (ice hockey),1960-01-01T00:00:00+02:00,1960-03-07,male,{Minnesota|Roseau Minnesota|United States}
Vladimir Krutov,1960-01-01T00:00:00+02:00,1960-06-01,male,{Moscow|Soviet Union}
Vyacheslav Bykov,1960-01-01T00:00:00+02:00,1960-07-24,male,{Soviet Union|Chelyabinsk|Russian Soviet Federative Socialist Republic}
Walt Poddubny,1960-01-01T00:00:00+02:00,1960-02-14,,{Ontario|Canada|Thunder Bay}
Jeff Teal,1960-01-01T00:00:00+02:00,1960-05-30,,
Jim Brown (ice hockey),1960-01-01T00:00:00+02:00,1960-03-01,,{Phoenix Arizona|United States|Arizona}
Jim Dobson (ice hockey),1960-01-01T00:00:00+02:00,1960-02-29,male,{Manitoba|Winnipeg|Canada}
Jim Fox (ice hockey),1960-01-01T00:00:00+02:00,1960-05-18,male,{Ontario|Nickel Centre|Canada}
Jim Jackson (ice hockey),1960-01-01T00:00:00+02:00,1960-02-01,male,{Ontario|Oshawa|Canada}
Jim Leavins,1960-01-01T00:00:00+02:00,1960-07-28,,{Saskatchewan|Dinsmore Saskatchewan|Canada}
Jim McTaggart,1960-01-01T00:00:00+02:00,1960-03-31,male,
Jim Peplinski,1960-01-01T00:00:00+02:00,1960-10-24,male,{Ontario|Renfrew Ontario|Canada}
Anatoly Donika,1960-01-01T00:00:00+02:00,1960-06-20,,
Anders Bäckström,1960-01-01T00:00:00+02:00,{1960-12-09|1960-12-12},male,Sweden
Anders Carlsson,1960-01-01T00:00:00+02:00,1960-11-25,male,{Sweden|Gävle}
Anders Eldebrink,1960-01-01T00:00:00+02:00,1960-12-11,male,{Sweden|Morjärv}
Andre Hidi,1960-01-01T00:00:00+02:00,1960-06-05,male,{Ontario|Toronto|Canada}
Andrzej Hachuła,1960-01-01T00:00:00+02:00,1960-08-06,male,{Katowice|Polish People's Republic}
Andrzej Ujwary,1960-01-01T00:00:00+02:00,1960-08-21,male,{Nowy Targ|Polish People's Republic}
Andy Moog,1960-01-01T00:00:00+02:00,1960-02-18,male,{British Columbia|Penticton|Canada}
Lee Norwood,1960-01-01T00:00:00+02:00,1960-02-02,male,{California|Oakland California|United States}
Lindsay Carson,1960-01-01T00:00:00+02:00,1960-11-21,,{Saskatchewan|Canada|Oxbow Saskatchewan}
Lindy Ruff,1960-01-01T00:00:00+02:00,1960-02-17,,{Alberta|Warburg Alberta|Canada}
Fausto Mazzoleni,1960-01-01T00:00:00+02:00,1960-11-15,,Switzerland
Florent Robidoux,1960-01-01T00:00:00+02:00,1960-05-05,male,{Manitoba|Canada|Cypress River Manitoba}
Matjaž Sekelj,1960-01-01T00:00:00+02:00,1960-12-09,male,{Socialist Federal Republic of Yugoslavia|Ljubljana|Yugoslavia}
Matti Virmanen,1960-01-01T00:00:00+02:00,1960-11-30,,{Finland|Helsinki}
Neil Abel,1960-01-01T00:00:00+02:00,1960-12-22,male,{Scotland|Fife|Kirkcaldy}
Neil Sheehy,1960-01-01T00:00:00+02:00,1960-02-09,male,{Ontario|Canada|Fort Frances}
Normand Aubin,1960-01-01T00:00:00+02:00,1960-07-26,male,
Igor Larionov,1960-01-01T00:00:00+02:00,1960-12-03,male,{Soviet Union|Russian Soviet Federative Socialist Republic|Voskresensk}
Igor Liba,1960-01-01T00:00:00+02:00,1960-11-04,,{Czechoslovakia|Prešov}
Chris Renaud (ice hockey),1960-01-01T00:00:00+02:00,1960-04-25,male,{Ontario|Windsor Ontario}
Claude Julien (ice hockey),1960-01-01T00:00:00+02:00,1960-04-23,male,{Ontario|Canada|Blind River Ontario}
Sandy Beadle,1960-01-01T00:00:00+02:00,1960-07-12,male,{Saskatchewan|Regina Saskatchewan|Canada}
Scot Kleinendorst,1960-01-01T00:00:00+02:00,1960-01-16,male,{Minnesota|Grand Rapids Minnesota|United States}
Scott Howson,1960-01-01T00:00:00+02:00,1960-04-09,male,{Ontario|Toronto|Canada}
Aaron Broten,1960-01-01T00:00:00+02:00,1960-11-14,,{Minnesota|Roseau Minnesota|United States}
Warren Skorodenski,1960-01-01T00:00:00+02:00,1960-03-22,,
Colin Patterson (ice hockey),1960-01-01T00:00:00+02:00,1960-05-11,male,{Ontario|Rexdale|Canada}
Dale Hunter,1960-01-01T00:00:00+02:00,1960-07-31,,{Ontario|Canada|Petrolia Ontario}
Dan Brennan,1960-01-01T00:00:00+02:00,1960-10-01,male,{British Columbia|Dawson Creek|Canada}
Dan Daoust,1960-01-01T00:00:00+02:00,1960-02-29,,{Canada|Montreal|Quebec}
Dan Mandich,1960-01-01T00:00:00+02:00,1960-06-12,,
Kari Heikkilä,1960-01-01T00:00:00+02:00,1960-01-10,male,
Kari Jalonen,1960-01-01T00:00:00+02:00,1960-01-06,,{Finland|Oulu}
Keith Brown (ice hockey),1960-01-01T00:00:00+02:00,1960-05-06,,{Newfoundland and Labrador|Corner Brook|Canada}
Kelly Rissling,1960-01-01T00:00:00+02:00,1960-01-16,,{Alberta|Edmonton|Canada}
Ken Berry (ice hockey),1960-01-01T00:00:00+02:00,1960-06-21,male,{British Columbia|Canada|Burnaby}
Kevin Maxwell (ice hockey),1960-01-01T00:00:00+02:00,1960-03-30,,
Jacques Mailhot,1961-01-01T00:00:00+02:00,1961-12-05,male,
Erik Kristiansen,1961-01-01T00:00:00+02:00,1961-03-12,,{Norway|Furnes Norway}
Ernie Godden,1961-01-01T00:00:00+02:00,1961-03-13,male,{Ontario|Keswick Ontario|Canada}
Tim Friday,1961-01-01T00:00:00+02:00,1961-03-05,male,{California|Burbank California|United States}
